address1,city,state,zip,country,phone,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,irWebsite,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,nonDilutedMarketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,allTimeHigh,allTimeLow,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,impliedSharesOutstanding,bookValue,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,quoteType,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,revenuePerShare,returnOnAssets,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,hasPrePostMarketData,firstTradeDateMilliseconds,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,dividendDate,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,earningsCallTimestampStart,earningsCallTimestampEnd,isEarningsDateEstimate,epsTrailingTwelveMonths,epsForward,epsCurrentYear,marketState,shortName,longName,priceEpsCurrentYear,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,priceToBook,sourceInterval,exchangeDataDelayedBy,averageAnalystRating,cryptoTradeable,corporateActions,regularMarketTime,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,regularMarketChangePercent,regularMarketPrice,displayName,trailingPegRatio
110 North Carpenter Street,Chicago,IL,60607,United States,630 623 3000,https://www.mcdonalds.com,Restaurants,restaurants,Restaurants,Consumer Cyclical,consumer-cyclical,Consumer Cyclical,"McDonald's Corporation owns, operates, and franchises restaurants under the McDonald's brand in the United States and internationally. It offers food and beverages, including hamburgers and cheeseburgers, various chicken sandwiches, fries, shakes, frozen desserts, sundaes, soft serve cones, cookies, pies, soft drinks, coffee, and other beverages; and full or limited breakfast, as well as sells various other products during limited-time promotions. The company owns and operates franchised restaurants under various structures, including conventional franchise, developmental license, or affiliate. McDonald's Corporation was founded in 1940 and is based in Chicago, Illinois.",150000,"[{'maxAge': 1, 'name': 'Mr. Christopher J. Kempczinski', 'age': 56, 'title': 'Chairman President, & CEO', 'yearBorn': 1969, 'fiscalYear': 2025, 'totalPay': 4574244, 'exercisedValue': 0, 'unexercisedValue': 65150572}, {'maxAge': 1, 'name': 'Mr. Ian Frederick Borden CPA', 'age': 56, 'title': 'Executive VP & Global CFO', 'yearBorn': 1969, 'fiscalYear': 2025, 'totalPay': 3089533, 'exercisedValue': 3311488, 'unexercisedValue': 24050752}, {'maxAge': 1, 'name': 'Ms. Gillian  McDonald', 'age': 59, 'title': 'Executive Vice President & Global Chief Restaurant Experience Officer', 'yearBorn': 1966, 'fiscalYear': 2025, 'totalPay': 2311602, 'exercisedValue': 0, 'unexercisedValue': 897777}, {'maxAge': 1, 'name': 'Mr. Joseph  Erlinger', 'age': 51, 'title': ""EVP & President of McDonald's USA"", 'yearBorn': 1974, 'fiscalYear': 2025, 'totalPay': 1726311, 'exercisedValue': 0, 'unexercisedValue': 21478480}, {'maxAge': 1, 'name': 'Mr. Manuel J.M. Steijaert', 'age': 54, 'title': 'Executive VP & President of International Operated Markets', 'yearBorn': 1971, 'fiscalYear': 2025, 'totalPay': 2228267, 'exercisedValue': 2751717, 'unexercisedValue': 74442}, {'maxAge': 1, 'name': 'Ms. Lauren B. Elting CPA', 'age': 43, 'title': 'VP, Chief Accounting Officer & Corporate Controller', 'yearBorn': 1982, 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Brian S. Rice', 'age': 62, 'title': 'Executive VP & Global Chief Information Officer', 'yearBorn': 1963, 'fiscalYear': 2025, 'totalPay': 834294, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Dexter P. Congbalay', 'title': 'Vice President of Investor Relations', 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Desiree A. Ralls-Morrison J.D.', 'age': 58, 'title': 'Executive VP & Global Chief Legal Officer', 'yearBorn': 1967, 'fiscalYear': 2025, 'totalPay': 1228662, 'exercisedValue': 0, 'unexercisedValue': 1399144}, {'maxAge': 1, 'name': 'Ms. E. Morgan Flatley', 'age': 51, 'title': 'Executive VP and Global Chief Marketing Officer & New Business Ventures', 'yearBorn': 1974, 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}]",6,5,2,7,5,1782864000,1767139200,http://www.aboutmcdonalds.com/mcd/investors.html,[],86400,2,282.21,281.27,276.32,281.62,282.21,281.27,276.32,281.62,7.44,2.64,1780358400,0.5985,2.22,0.418,22.878912,19.531813,572338,572339,4276000,5257600,5257600,278.11,278.17,80,120,197343002624,199389259211,264.53,341.75,341.75,0.152263,7.1902285,279.9012,303.27045,7.26,0.025725525,USD,False,254236852224,0.31618,709489836,710505859,10663951,10334552,1778803200,1781481600,0.015,0.0025499999,0.77094,2.48,0.0167,710505859,-1.81,1767139200,1798675200,1774915200,0.062,8677999616,12.14,14.22039,2.56,2:1,920851200,9.263,17.098,-0.0368917,0.19807422,1.86,1772496000,EQUITY,277.75,407.0,250.0,329.8387,320.0,2.11765,buy,31,1170000000,1.647,14869000192,54895001600,0.869,1.136,27445999616,38.529,0.13561,15740000256,5952249856,10535000064,0.069,0.094,0.57348996,0.54175,0.44252998,USD,MCD,en-US,US,Equity,Nasdaq Real Time Price,True,HIGH,True,-110197800000,-4.4599915,276.32 - 281.62,NYSE,4276000,13.220001,0.049975432,264.53 - 341.75,-64.0,-0.1872714,-3.68917,1781568000,1785846600,1785846600,1785846600,1785846600,1785846600,False,12.14,14.22039,12.9808,REGULAR,McDonald's Corporation,McDonald's Corporation,21.396986,-2.1512146,-0.007685621,-25.520447,-0.08415078,-153.45305,15,0,2.1 - Buy,False,[],1783521265,NYQ,finmb_139488,America/New_York,EDT,-14400000,us_market,False,-1.5803804,277.75,McDonald's,2.5635
