Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,thscode,thsname_cn,thsname_en,currency
2026-07-06T04:00:00.000Z,136.5500030518,137.3699951172,136.0099945068,136.4400024414,13915100,0.0,0.0,XOM,埃克森美孚,Exxon Mobil Corporation,USD
2026-07-07T04:00:00.000Z,138.5599975586,141.7400054932,138.1300048828,141.6900024414,14630900,0.0,0.0,XOM,埃克森美孚,Exxon Mobil Corporation,USD
