Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,thscode,thsname_cn,thsname_en,currency
2026-07-06T04:00:00.000Z,949.0999755859,955.5,941.4000244141,950.25,2327500,0.0,0.0,COST,好市多,Costco Wholesale Corporation,USD
2026-07-07T04:00:00.000Z,967.5200195312,969.0,945.3300170898,947.5,1938600,0.0,0.0,COST,好市多,Costco Wholesale Corporation,USD
