maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,fiftyTwoWeekLow,fiftyTwoWeekHigh,allTimeHigh,allTimeLow,fiftyDayAverage,twoHundredDayAverage,currency,tradeable,52WeekChange,quoteType,symbol,language,region,typeDisp,triggerable,customPriceAlertConfidence,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,regularMarketChangePercent,regularMarketPrice,corporateActions,regularMarketTime,hasPrePostMarketData,firstTradeDateMilliseconds,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,shortName,longName,marketState,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,cryptoTradeable,trailingPegRatio
86400,2,16.15,0.0,0.0,0.0,16.15,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0.0,35.3,89.53,8.56,17.6292,18.66995,USD,False,-9.218663,INDEX,^VIX,en-US,US,Index,False,LOW,CXI,finmb_INDEXVIX,America/Chicago,CDT,-18000000,cboe_market,False,-1.5180311,15.57,[],1783368901,False,631267200000,-0.24000072,0.0 - 0.0,Cboe Indices,0,15.57,0.0 - 35.3,-19.73,-0.5589235,-9.218663,CBOE Volatility Index,CBOE Volatility Index,POSTPOST,-2.0592003,-0.116806224,-3.0999508,-0.16603959,15,0,False,
