Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,thscode,thsname_cn,thsname_en,currency
2026-07-01T04:00:00.000Z,191.9700012207,196.0399932861,190.5800018311,193.7200012207,4515600,0.0,0.0,DHR,丹纳赫,Danaher Corporation,USD
2026-07-02T04:00:00.000Z,197.4700012207,198.2299957275,194.4700012207,197.9299926758,4035400,0.0,0.0,DHR,丹纳赫,Danaher Corporation,USD
2026-07-06T04:00:00.000Z,195.3099975586,196.6000061035,189.7799987793,193.6199951172,4663800,0.0,0.0,DHR,丹纳赫,Danaher Corporation,USD
2026-07-07T04:00:00.000Z,197.4199981689,197.8800048828,192.1399993896,194.1900024414,3248900,0.0,0.0,DHR,丹纳赫,Danaher Corporation,USD
