Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,thscode,thsname_cn,thsname_en,currency
2026-07-06T04:00:00.000Z,104.3499984741,104.6200027466,103.4000015259,103.5800018311,5371800,0.0,0.0,COP,康菲石油,Conocophillips,USD
2026-07-07T04:00:00.000Z,104.6999969482,108.8099975586,104.5500030518,108.4400024414,6752800,0.0,0.0,COP,康菲石油,Conocophillips,USD
