Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,thscode,thsname_cn,thsname_en,currency
2026-07-06T04:00:00.000Z,42.9000015259,43.1599998474,41.6300010681,42.0699996948,55342900,0.0,0.0,VZ,威瑞森通信,Verizon Communications Inc.,USD
2026-07-07T04:00:00.000Z,42.7000007629,43.5,42.4199981689,42.5900001526,34655200,0.0,0.0,VZ,威瑞森通信,Verizon Communications Inc.,USD
