address1,city,state,zip,country,phone,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,irWebsite,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,nonDilutedMarketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,allTimeHigh,allTimeLow,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,quoteType,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,shortName,longName,corporateActions,regularMarketTime,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,regularMarketChangePercent,regularMarketPrice,cryptoTradeable,hasPrePostMarketData,firstTradeDateMilliseconds,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,dividendDate,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,earningsCallTimestampStart,earningsCallTimestampEnd,isEarningsDateEstimate,epsTrailingTwelveMonths,epsForward,epsCurrentYear,priceEpsCurrentYear,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,averageAnalystRating,marketState,displayName,trailingPegRatio
1400 Smith Street,Houston,TX,77002-7327,United States,832 854 1000,https://www.chevron.com,Oil & Gas Integrated,oil-gas-integrated,Oil & Gas Integrated,Energy,energy,Energy,"Chevron Corporation, through its subsidiaries, engages in the integrated energy and chemicals operations in the United States and internationally. It operates through Upstream, Downstream, and All Other segments. The Upstream segment engages in the exploration for, development, production, and transportation of crude oil and natural gas; processing, liquefaction, transportation, and regasification of liquefied natural gas; transportation of crude oil through pipelines; transportation, storage, and marketing of natural gas; carbon capture and storage; and operation of a gas-to-liquids plant. Its Downstream segment refines crude oil into petroleum products; markets crude oil, refined products, and lubricants; manufactures and markets renewable fuels; transports crude oil and refined products through pipeline, marine vessel, motor equipment, and rail car; and manufactures and markets commodity petrochemicals, plastics for industrial uses, and fuel and lubricant additives. The All Other segment engages in cash management and debt financing; insurance; real estate; and technology activities. It has operations in North America, South America, Europe, Africa, Asia, and Australia. The company was formerly known as ChevronTexaco Corporation and changed its name to Chevron Corporation in May 2005. Chevron Corporation was founded in 1879 and is headquartered in Houston, Texas.",43039,"[{'maxAge': 1, 'name': 'Mr. Michael K. Wirth', 'age': 64, 'title': 'Chairman & CEO', 'yearBorn': 1961, 'fiscalYear': 2025, 'totalPay': 7846953, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Eimear P. Bonner', 'age': 50, 'title': 'Chief Financial Officer', 'yearBorn': 1975, 'fiscalYear': 2025, 'totalPay': 2753975, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. R. Hewitt Pate J.D.', 'age': 62, 'title': 'Chief Legal Officer', 'yearBorn': 1963, 'fiscalYear': 2025, 'totalPay': 4127550, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Mark A. Nelson', 'age': 62, 'title': 'Vice Chairman & Executive VP of Oil, Products and Gas', 'yearBorn': 1963, 'fiscalYear': 2025, 'totalPay': 3476435, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Robert Clay Neff', 'age': 63, 'title': 'President of Upstream', 'yearBorn': 1962, 'fiscalYear': 2025, 'totalPay': 5451007, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Amit Rajindrasingh Ghai', 'age': 52, 'title': 'Controller & Principal Accounting Officer', 'yearBorn': 1973, 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. T. Ryder Booth', 'age': 56, 'title': 'Chief Technology & Engineering Officer', 'yearBorn': 1969, 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Jeanine  Wai', 'age': 45, 'title': 'Director of Investor Relations', 'yearBorn': 1980, 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Frank W. Mount', 'title': 'President of Corporate Business Development', 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Michelle R. Green', 'age': 52, 'title': 'Chief Human Resources Officer', 'yearBorn': 1973, 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}]",10,4,1,2,1,1782864000,1767139200,http://investor.chevron.com/phoenix.zhtml?c=130102&p=irol-irhome,[],86400,2,174.01,176.8,174.95,178.0,174.01,176.8,174.95,178.0,7.12,4.09,1779148800,1.2038,4.01,0.488,30.925087,14.0504265,2329690,2330369,9986562,10493300,10493300,177.24,177.25,100,100,353528479744,336978336254,146.49,214.71,214.71,2.375,1.9032443,183.3842,172.5375,6.91,0.03971036,USD,False,389849546752,0.059270002,1882394459,1991597732,21583655,20036013,1778803200,1781481600,0.0108,0.047270004,0.70473,2.31,0.0109,1991597732,92.906,1.9106408,1767139200,1798675200,1774915200,-0.369,11009000448,5.74,12.63378,0.68,2:1,1095033600,2.099,10.285,0.13717163,0.19807422,1.78,1779148800,EQUITY,177.5,236.0,170.0,216.47826,220.0,1.70833,buy,23,5327000064,2.694,37906001920,45427998720,0.725,1.094,185740001280,23.989,97.354,0.0346,0.06638,78792998912,11776499712,31264000000,-0.445,0.023,0.42421,0.20408002,0.07312,USD,CVX,en-US,US,Equity,Nasdaq Real Time Price,True,HIGH,Chevron Corporation,Chevron Corporation,[],1783521183,NYQ,finmb_98506,America/New_York,EDT,-14400000,us_market,False,2.0113788,177.51,False,True,-252322200000,3.5,174.95 - 178.0,NYSE,9986562,31.019989,0.211755,146.49 - 214.71,-37.200012,-0.17325701,13.717163,1781049600,1785501000,1785501000,1785501000,1785528000,1785528000,False,5.74,12.63378,14.21904,12.483965,-5.8742065,-0.03203224,4.9724884,0.028819753,15,0,1.7 - Buy,REGULAR,Chevron,0.6806
