longBusinessSummary,companyOfficers,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,yield,totalAssets,fiftyTwoWeekLow,fiftyTwoWeekHigh,allTimeHigh,allTimeLow,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,navPrice,currency,tradeable,category,ytdReturn,beta3Year,fundFamily,fundInceptionDate,legalType,threeYearAverageReturn,fiveYearAverageReturn,quoteType,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,dividendYield,trailingThreeMonthReturns,trailingThreeMonthNavReturns,netAssets,epsTrailingTwelveMonths,sharesOutstanding,bookValue,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,netExpenseRatio,priceToBook,sourceInterval,exchangeDataDelayedBy,cryptoTradeable,marketState,hasPrePostMarketData,firstTradeDateMilliseconds,regularMarketChange,regularMarketDayRange,fullExchangeName,financialCurrency,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,corporateActions,regularMarketTime,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,regularMarketChangePercent,regularMarketPrice,shortName,longName,trailingPegRatio
"The trust seeks to achieve its investment objective by holding a portfolio of the common stocks that are included in the index (the “Portfolio”), with the weight of each stock in the Portfolio substantially corresponding to the weight of such stock in the index.",[],[],86400,2,747.71,743.16,742.64,744.91,747.71,743.16,742.64,744.91,26.73123,10397273,10405039,53877383,56173900,56173900,742.82,742.84,800,120,0.0101,781188857856,618.05,760.4,760.4,42.8125,739.0122,693.1855,5.662,0.0075724544,747.70496,USD,False,Large Blend,10.16428,1.0,State Street Investment Management,727660800,Exchange Traded Fund,0.2095912,0.1299154,ETF,SPY,en-US,US,ETF,Nasdaq Real Time Price,True,HIGH,1.01,15.16612,15.16612,781188860000.0,27.800817,917782016,429.22,4.1378174,0.0055991192,49.96454,0.07207961,0.0945,1.7313966,15,0,False,REGULAR,True,728317800000,-4.5599976,742.64 - 744.91,NYSEArca,USD,53877383,125.10004,0.20241088,618.05 - 760.4,-17.25,-0.022685427,19.8138,[],1783521121,PCX,finmb_6160262,America/New_York,EDT,-14400000,us_market,False,-0.6098618,743.15,State Street SPDR S&P 500 ETF T,State Street SPDR S&P 500 ETF Trust,
