Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,thscode,thsname_cn,thsname_en,currency
2026-07-06T04:00:00.000Z,979.0900268555,991.0,963.3200073242,969.9199829102,2441700,0.0,0.0,CAT,卡特彼勒,Caterpillar Inc.,USD
2026-07-07T04:00:00.000Z,946.5,950.0,909.5300292969,940.1199951172,3765200,0.0,0.0,CAT,卡特彼勒,Caterpillar Inc.,USD
