maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,fiftyTwoWeekLow,fiftyTwoWeekHigh,allTimeHigh,allTimeLow,fiftyDayAverage,twoHundredDayAverage,currency,tradeable,52WeekChange,quoteType,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,shortName,longName,hasPrePostMarketData,firstTradeDateMilliseconds,marketState,corporateActions,regularMarketTime,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,regularMarketChangePercent,regularMarketPrice,sourceInterval,exchangeDataDelayedBy,cryptoTradeable,trailingPegRatio
86400,2,7483.24,7506.96,7500.97,7551.31,7483.24,7506.96,7500.97,7551.31,3007566000,3007566000,5593234754,6442296000,6442296000,7425.88,7513.0,0,0,6201.0,7620.9,7620.9,4.4,7394.7446,6942.909,USD,False,20.116604,INDEX,^GSPC,en-US,US,Index,Delayed Quote,True,HIGH,54.18994,7500.97 - 7551.31,SNP,5593234754,1336.4302,0.21551849,6201.0 - 7620.9,-83.46973,-0.010952739,20.116604,142.68555,0.019295534,594.521,0.085629955,S&P 500,S&P 500,False,-1325583000000,PREPRE,[],1783370615,SNP,finmb_INDEXGSPC,America/New_York,EDT,-14400000,us_market,False,0.7241508,7537.43,15,0,False,
