Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains,thscode,thsname_cn,thsname_en,currency
2026-07-06T04:00:00.000Z,32.3800010681,32.4799995422,32.0600013733,32.2400016785,24030700,0.0,0.0,0.0,SCHD,NA,NA,USD
2026-07-07T04:00:00.000Z,32.5499992371,32.7200012207,32.4399986267,32.5400009155,21120100,0.0,0.0,0.0,SCHD,NA,NA,USD
