address1,city,state,zip,country,phone,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,nonDilutedMarketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,allTimeHigh,allTimeLow,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,quoteType,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,corporateActions,regularMarketTime,marketState,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,regularMarketChangePercent,regularMarketPrice,epsTrailingTwelveMonths,epsForward,epsCurrentYear,priceEpsCurrentYear,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,averageAnalystRating,cryptoTradeable,hasPrePostMarketData,firstTradeDateMilliseconds,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,dividendDate,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,earningsCallTimestampStart,earningsCallTimestampEnd,isEarningsDateEstimate,longName,shortName,displayName,trailingPegRatio
700 Universe Boulevard,Juno Beach,FL,33408,United States,561 694 4000,https://www.nexteraenergy.com,Utilities - Regulated Electric,utilities-regulated-electric,Utilities - Regulated Electric,Utilities,utilities,Utilities,"NextEra Energy, Inc., through its subsidiaries, generates, stores, transmits, distributes, and sells electric power to retail and wholesale customers in North America. It operates through Florida Power & Light Company (FPL) and NEER segments. The company generates electricity from wind, solar, nuclear, natural gas, and other clean energy assets. It also invests in generation, storage, transmission, and distribution facilities; owns, develops, constructs, manages, and operates generation facilities, including renewables, nuclear and natural gas, and battery storage facilities in the wholesale energy market in the United States and Canada, as well as electric and gas transmission assets, and natural gas pipelines; provides full energy and capacity requirement services; markets and trades in energy-related commodities; and participates in the production of natural gas, natural gas liquids, and oil. As of December 31, 2025, the company had approximately 35,963 megawatts of net generating capacity; approximately 93,000 circuit miles of transmission and distribution lines; and 932 substations. It serves approximately 12 million people through approximately 6 million customer accounts on the east and lower west coasts of Florida. The company was formerly known as FPL Group, Inc. and changed its name to NextEra Energy, Inc. in 2010. NextEra Energy, Inc. was founded in 1925 and is headquartered in Juno Beach, Florida.",17400,"[{'maxAge': 1, 'name': 'Mr. John W. Ketchum J.D.', 'age': 54, 'title': 'President, CEO & Chairman', 'yearBorn': 1971, 'fiscalYear': 2025, 'totalPay': 7241427, 'exercisedValue': 0, 'unexercisedValue': 20513980}, {'maxAge': 1, 'name': 'Mr. Michael H. Dunne', 'age': 49, 'title': 'CFO & Executive VP of Finance', 'yearBorn': 1976, 'fiscalYear': 2025, 'totalPay': 2127377, 'exercisedValue': 0, 'unexercisedValue': 569324}, {'maxAge': 1, 'name': 'Mr. Charles E. Sieving J.D.', 'age': 52, 'title': 'Executive VP and Chief Legal, Environmental & Federal Regulatory Affairs Officer', 'yearBorn': 1973, 'fiscalYear': 2025, 'totalPay': 3666743, 'exercisedValue': 0, 'unexercisedValue': 3579983}, {'maxAge': 1, 'name': 'Mr. Brian W. Bolster', 'age': 52, 'title': 'President & CEO of NextEra Energy Resources', 'yearBorn': 1973, 'fiscalYear': 2025, 'totalPay': 2936842, 'exercisedValue': 0, 'unexercisedValue': 132136}, {'maxAge': 1, 'name': 'Mr. William John Gough', 'age': 38, 'title': 'VP, Controller and Chief Accounting Officer', 'yearBorn': 1987, 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Mark  Eidelman', 'title': 'Director of Investor Relations', 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. David  Flechner', 'title': 'VP of Compliance & Corporate Secretary', 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Mark E. Hickson', 'age': 57, 'title': 'Executive Vice President of Corporate Development & Strategy', 'yearBorn': 1968, 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Nicole J. Daggs', 'age': 50, 'title': 'Executive Vice President of Human Resources & Corporate Services', 'yearBorn': 1975, 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Ronald R. Reagan', 'age': 56, 'title': 'Executive Vice President of Engineering, Construction & Integrated Supply Chain', 'yearBorn': 1969, 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}]",7,6,7,3,5,1782864000,1767139200,[],86400,2,88.47,88.15,87.6,88.4682,88.47,88.15,87.6,88.4682,2.49,2.82,1780617600,0.5895,2.5,0.667,22.390863,20.04722,1072511,1072784,11421309,13033480,13033480,88.19,88.23,300,100,183992107008,184242377325,69.24,98.75,98.75,0.84375,6.603494,89.5242,86.7275,2.323,0.026257487,USD,False,298305159168,0.29369,2080941386,2085605358,120161,116989,1778803200,1781481600,0.0001,0.00115,0.87014997,0.01,0.0001,2085605358,26.481,3.3314452,1767139200,1798675200,1774915200,1.619,8184000000,3.94,4.40061,1.93,4:1,1603756800,10.705,21.068,0.20122194,0.19807422,0.623,1772150400,EQUITY,88.23,117.0,55.0,99.25,101.5,1.95455,buy,20,1998000000,0.958,14158999552,104403001344,0.338,0.542,27865999360,156.686,13.454,0.02412,0.10325,17109999616,-18453374976,12330000384,1.6,0.073,0.61401004,0.50811,0.30175,USD,NEE,en-US,US,Equity,Nasdaq Real Time Price,True,HIGH,[],1783521121,REGULAR,NYQ,finmb_270586,America/New_York,EDT,-14400000,us_market,False,-0.28258166,88.22,3.94,4.40061,4.03662,21.854918,-1.3041992,-0.014568119,1.4925003,0.017209077,15,0,2.0 - Buy,False,True,99153000000,-0.25,87.6 - 88.4682,NYSE,11421309,18.980003,0.27411905,69.24 - 98.75,-10.529999,-0.106632896,20.122194,1781481600,1776947400,1784723400,1784723400,1776949200,1776949200,True,"NextEra Energy, Inc.","NextEra Energy, Inc.",NextEra Energy,1.947
