address1,city,state,zip,country,phone,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,irWebsite,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,nonDilutedMarketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,allTimeHigh,allTimeLow,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,quoteType,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,hasPrePostMarketData,firstTradeDateMilliseconds,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,dividendDate,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,earningsCallTimestampStart,earningsCallTimestampEnd,isEarningsDateEstimate,epsTrailingTwelveMonths,epsForward,epsCurrentYear,priceEpsCurrentYear,shortName,longName,marketState,corporateActions,regularMarketTime,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,regularMarketChangePercent,regularMarketPrice,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,averageAnalystRating,cryptoTradeable,trailingPegRatio
Route 206 & Province Line Road,Princeton,NJ,08543,United States,609 252 4621,https://www.bms.com,Drug Manufacturers - General,drug-manufacturers-general,Drug Manufacturers - General,Healthcare,healthcare,Healthcare,"Bristol-Myers Squibb Company discovers, develops, licenses, manufactures, markets, distributes, and sells biopharmaceutical products worldwide. The company offers products for oncology, hematology, immunology, cardiovascular, and neuroscience indications. Its products include Opdivo for anti-cancer indications; Opdivo Qvantig, a subcutaneous PD-1 inhibitor for solid tumors; Orencia for active rheumatoid arthritis and psoriatic arthritis; Yervoy for the treatment of unresectable or metastatic melanoma; Reblozyl to treat anemia; Breyanzi for the treatment of relapsed or refractory large B-cell lymphoma; Opdualag to treat unresectable or metastatic melanoma; and Camzyos for the treatment of symptomatic obstructive HCM. The company also offers Zeposia to treat relapsing forms of multiple sclerosis; Abecma for the treatment of patients with relapsed or refractory multiple myeloma; Sotyktu to treat moderate-to-severe plaque psoriasis; Krazati for the treatment of KRASG12C-mutated locally advanced or metastatic non-small cell lung cancer (NSCLC); and Cobenfy to treat schizophrenia. In addition, it offers Eliquis for the reduction of risk of stroke/systemic embolism and for the treatment of DVT/PE; Revlimid, an oral immunomodulatory drug for multiple myeloma; Pomalyst/Imnovid for multiple myeloma; Sprycel for Philadelphia chromosome-positive chronic myeloid leukemia; and Abraxane to treat breast cancer. Further, the company provides Augtyro for the treatment of locally advanced or metastatic ROS1-positive NSCLC, as well as NSCLC and pancreatic cancer. It sells its products to wholesalers, distributors, specialty pharmacies, retailers, hospitals, clinics, and government agencies. The company has a strategic collaboration with Arcus Biosciences, Inc. to develop a treatment regimen that delivers tumor control in kidney cancer. The company was formerly known as Bristol-Myers Company. The company was founded in 1887 and is headquartered in Princeton, New Jersey.",32500,"[{'maxAge': 1, 'name': 'Dr. Christopher S. Boerner Ph.D.', 'age': 54, 'title': 'CEO & Chairman', 'yearBorn': 1971, 'fiscalYear': 2025, 'totalPay': 5818520, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. David V. Elkins', 'age': 57, 'title': 'Executive VP & CFO', 'yearBorn': 1968, 'fiscalYear': 2025, 'totalPay': 3196077, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Greg  Meyers', 'age': 52, 'title': 'Executive VP and Chief Digital & Technology Officer', 'yearBorn': 1973, 'fiscalYear': 2025, 'totalPay': 2972005, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Adam  Lenkowsky', 'age': 53, 'title': 'Executive VP & Chief Commercialization Officer', 'yearBorn': 1972, 'fiscalYear': 2025, 'totalPay': 3176492, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Cristian  Massacesi M.D.', 'age': 56, 'title': 'Executive VP, Chief Medical Officer & Head of Development', 'yearBorn': 1969, 'fiscalYear': 2025, 'totalPay': 2218956, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Karin  Shanahan', 'age': 60, 'title': 'Executive VP, Chief Supply Chain & Operations Officer', 'yearBorn': 1965, 'fiscalYear': 2025, 'totalPay': 2420673, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Charles E. Triano', 'title': 'SVP & Head of Investor Relations', 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Cari  Gallman', 'age': 45, 'title': 'Executive VP, General Counsel & Chief Policy Officer', 'yearBorn': 1980, 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Ahn Amanda Poole', 'age': 50, 'title': 'Executive VP & Chief People Officer', 'yearBorn': 1975, 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Dr. Joseph J. Eiden Jr.', 'age': 76, 'title': 'Head of Medical Affairs', 'yearBorn': 1949, 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}]",4,8,3,2,4,1782864000,1767139200,http://www.bms.com/investors/Pages/home.aspx,[],86400,2,57.97,57.89,57.35,57.97,57.97,57.89,57.35,57.97,2.52,4.35,1782950400,0.7003,3.96,0.235,16.158264,9.320283,1357317,1357784,11471877,13581250,13581250,57.67,57.69,300,200,117796888576,118705601588,42.52,62.89,81.44,0.91088,2.4297035,56.885,54.12845,2.5,0.043125752,USD,False,154355875840,0.15006,2038926457,2042071247,39595308,36716099,1778803200,1781481600,0.0194,0.00083,0.83754,3.46,0.0194,2042071247,9.828,5.869455,1767139200,1798675200,1774915200,0.09,7274999808,3.57,6.18919,1.47,1000000:951777,997142400,3.184,8.135,0.21632397,0.19807422,0.63,1782950400,EQUITY,57.685,75.0,40.0,63.0,63.0,2.5,buy,24,10485999616,5.135,18973999104,46428999680,1.178,1.42,48482000896,230.967,23.815,0.10689,0.38731998,34898001920,9851750400,13306000384,0.092,0.026,0.71981,0.39136,0.33040002,USD,BMY,en-US,US,Equity,Nasdaq Real Time Price,True,HIGH,True,76253400000,-0.28499985,57.35 - 57.97,NYSE,11471877,15.165001,0.35665572,42.52 - 62.89,-5.204998,-0.08276352,21.632397,1785715200,1785414600,1785414600,1785414600,1785412800,1785412800,False,3.57,6.18919,6.30878,9.143606,Bristol-Myers Squibb Company,Bristol-Myers Squibb Company,REGULAR,[],1783521265,NYQ,finmb_25798,America/New_York,EDT,-14400000,us_market,False,-0.49163333,57.685,0.80000305,0.014063516,3.556553,0.0657058,15,0,2.5 - Buy,False,1.5102
