maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,fiftyTwoWeekLow,fiftyTwoWeekHigh,allTimeHigh,allTimeLow,fiftyDayAverage,twoHundredDayAverage,currency,tradeable,52WeekChange,quoteType,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,marketState,hasPrePostMarketData,firstTradeDateMilliseconds,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,cryptoTradeable,shortName,longName,regularMarketChangePercent,regularMarketPrice,corporateActions,regularMarketTime,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,trailingPegRatio
86400,2,25832.672,25999.607,25963.44,26209.762,25832.672,25999.607,25963.44,26209.762,6943295000,6943295000,10022985081,12537380000,12537380000,0.0,0.0,0,0,20323.02,27190.21,27190.21,54.87,25912.182,23702.592,USD,False,26.55307,INDEX,^IXIC,en-US,US,Index,Delayed Quote,True,HIGH,PREPRE,False,34612200000,288.48828,25963.44 - 26209.762,Nasdaq GIDS,10022985081,5798.1406,0.28529918,20323.02 - 27190.21,-1069.0508,-0.03931749,26.55307,208.97852,0.008064875,2418.5684,0.10203814,15,0,False,NASDAQ Composite,NASDAQ Composite,1.1167574,26121.16,[],1783372559,NIM,finmb_INDEXIXIC,America/New_York,EDT,-14400000,us_market,False,
