Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,thscode,thsname_cn,thsname_en,currency
2026-07-06T04:00:00.000Z,227.1499938965,234.8500061035,227.0,234.5399932861,7029200,0.0,0.0,BA,波音,The Boeing Company,USD
2026-07-07T04:00:00.000Z,235.8999938965,237.4799957275,230.4600067139,231.6799926758,4359300,0.0,0.0,BA,波音,The Boeing Company,USD
