maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,fiftyTwoWeekLow,fiftyTwoWeekHigh,allTimeHigh,allTimeLow,fiftyDayAverage,twoHundredDayAverage,currency,tradeable,52WeekChange,quoteType,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,corporateActions,regularMarketTime,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,regularMarketChangePercent,regularMarketPrice,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,cryptoTradeable,shortName,longName,hasPrePostMarketData,firstTradeDateMilliseconds,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,marketState,trailingPegRatio
86400,2,52900.07,52828.45,52648.69,53060.1,52900.07,52828.45,52648.69,53060.1,467397226,467397226,541282622,693575000,693575000,52655.31,52945.12,0,0,43340.68,53060.1,53060.1,3095.79,50555.633,48442.734,USD,False,19.127237,INDEX,^DJI,en-US,US,Index,Delayed Quote,True,HIGH,[],1783370866,DJI,finmb_INDEXDJI,America/New_York,EDT,-14400000,us_market,False,0.2945929,53055.91,0.22415963,43340.68 - 53060.1,-4.1914062,-7.899356e-05,19.127237,2500.2773,0.04945596,4613.176,0.09522947,120,0,False,Dow Jones Industrial Average,Dow Jones Industrial Average,False,694362600000,155.83984,52648.69 - 53060.1,DJI,541282622,9715.23,PREPRE,
