Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,thscode,thsname_cn,thsname_en,currency
2026-07-06T04:00:00.000Z,110.7699966431,110.7699966431,109.0299987793,110.0199966431,3169300,0.0,0.0,UPS,联合包裹,"United Parcel Service, Inc.",USD
2026-07-07T04:00:00.000Z,110.7200012207,112.3000030518,109.8199996948,111.9599990845,4618500,0.0,0.0,UPS,联合包裹,"United Parcel Service, Inc.",USD
