Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,thscode,thsname_cn,thsname_en,currency
2026-07-06T04:00:00.000Z,144.2400054932,144.6999969482,141.3800048828,143.2899932861,9006600,0.0,0.0,PEP,百事,"Pepsico, Inc.",USD
2026-07-07T04:00:00.000Z,146.9900054932,149.0399932861,144.5399932861,144.9799957275,9252000,0.0,0.0,PEP,百事,"Pepsico, Inc.",USD
