maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,fiftyTwoWeekLow,fiftyTwoWeekHigh,allTimeHigh,allTimeLow,fiftyDayAverage,twoHundredDayAverage,currency,tradeable,52WeekChange,quoteType,symbol,language,region,typeDisp,triggerable,customPriceAlertConfidence,marketState,hasPrePostMarketData,firstTradeDateMilliseconds,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,cryptoTradeable,shortName,longName,regularMarketChangePercent,regularMarketPrice,corporateActions,regularMarketTime,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,trailingPegRatio
86400,2,16.15,16.4,15.56,16.5,16.15,16.4,15.56,16.5,0,0,0,0,0,0.0,0.0,0,0,13.38,35.3,89.53,8.56,17.6292,18.66995,USD,False,-9.218663,INDEX,^VIX,en-US,US,Index,False,LOW,POSTPOST,False,631267200000,-0.24000072,15.56 - 16.5,Cboe Indices,0,2.1899996,0.1636771,13.38 - 35.3,-19.73,-0.5589235,-9.218663,-2.0592003,-0.116806224,-3.0999508,-0.16603959,15,0,False,CBOE Volatility Index,CBOE Volatility Index,-1.5180311,15.57,[],1783368901,CXI,finmb_INDEXVIX,America/Chicago,CDT,-18000000,cboe_market,False,
