Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,thscode,thsname_cn,thsname_en,currency
2026-07-06T04:00:00.000Z,377.1700134277,380.2900085449,373.8399963379,378.6799926758,4065400,0.47,0.0,GE,GE航空航天,Ge Aerospace,USD
2026-07-07T04:00:00.000Z,377.3999938965,377.8999938965,363.6300048828,366.9800109863,4260900,0.0,0.0,GE,GE航空航天,Ge Aerospace,USD
